ClienteID,NomeCliente,GastoTotal,SegmentoDeValor
8331,Isabelly Farias,16089.79,Alto Valor
7968,Maria Júlia Viana,15618.01,Alto Valor
2491,Ana Júlia Vargas,12438.54,Alto Valor
7929,Maria Isis Fernandes,13451.62,Alto Valor
8374,Cauê Moura,13322.95,Alto Valor
8030,Cauê Farias,12214.32,Alto Valor
3323,Alice Azevedo,10392.84,Alto Valor
8348,João Vitor Vieira,11238.64,Alto Valor
8346,Fernanda Martins,18128.02,Alto Valor
7357,Gabrielly Fogaça,16082.51,Alto Valor
2509,Sophie Campos,13541.24,Alto Valor
7699,Joana Moreira,10205.40,Alto Valor
8435,Ana Júlia Martins,21964.74,Alto Valor
7742,Milena Santos,12051.40,Alto Valor
3373,Júlia Duarte,13227.11,Alto Valor
7486,Zoe da Conceição,12251.06,Alto Valor
8378,José Costa,10110.99,Alto Valor
8105,Théo Martins,11148.78,Alto Valor
2566,Mariana Montenegro,11263.67,Alto Valor
7978,Alexandre Araújo,18148.22,Alto Valor
8458,Luiz Henrique Albuquerque,11703.13,Alto Valor
8045,Sara Jesus,18545.09,Alto Valor
3406,Gustavo Moraes,13395.65,Alto Valor
8466,Vitor Gabriel Cavalcante,11261.99,Alto Valor
8411,Ian Caldeira,12190.77,Alto Valor
7180,Daniela Castro,10324.20,Alto Valor
2641,Nina Barros,10483.69,Alto Valor
7892,Valentim Monteiro,11790.54,Alto Valor
2360,Mariana Oliveira,11256.75,Alto Valor
7972,Marina Cavalcanti,13977.93,Alto Valor
3706,Samuel Barros,11116.35,Alto Valor
7584,Jade Cirino,12480.56,Alto Valor
8495,Josué Cavalcante,12621.84,Alto Valor
8121,Laís Pereira,19179.89,Alto Valor
2643,Bernardo Gonçalves,11143.09,Alto Valor
8096,Ryan Castro,13831.02,Alto Valor
2458,Luna Ramos,13829.48,Alto Valor
8147,Hellena Correia,11121.76,Alto Valor
3775,Diogo Sousa,12368.44,Alto Valor
8457,Samuel da Costa,27565.21,Alto Valor
2428,Benjamim Casa Grande,18436.38,Alto Valor
7414,Ana Lívia Souza,11809.91,Alto Valor
2745,Levi Rodrigues,12049.45,Alto Valor
7906,Maria Cecília Pastor,12556.66,Alto Valor
2828,Bruno Mendonça,13751.60,Alto Valor
8231,Esther Pires,10107.90,Alto Valor
3657,Maria Isis Montenegro,17649.60,Alto Valor
7587,João Lucas Caldeira,10147.07,Alto Valor
2429,Isis Novais,11996.94,Alto Valor
8088,Yasmin Melo,10397.65,Alto Valor
2793,Valentina da Costa,13686.54,Alto Valor
8110,Marcela Vasconcelos,12945.13,Alto Valor
3151,Jade Moraes,10567.06,Alto Valor
8196,Benício Garcia,15396.78,Alto Valor
3891,Mirella Fernandes,16778.27,Alto Valor
2350,Isaque Jesus,18608.89,Alto Valor
2513,Ana Lívia da Cunha,10626.44,Alto Valor
7723,Ana Luiza Viana,18897.74,Alto Valor
2909,Stephany Lopes,21712.11,Alto Valor
8090,Luiz Gustavo Brito,11101.75,Alto Valor
3162,João Guilherme Viana,13856.42,Alto Valor
8156,Luna Peixoto,10822.31,Alto Valor
4009,Laís Lima,13230.73,Alto Valor
7602,Leandro Jesus,11374.48,Alto Valor
2645,Ana Luiza Jesus,13248.21,Alto Valor
8288,Ana Julia Nascimento,11827.57,Alto Valor
2959,Luan Gonçalves,10683.15,Alto Valor
8514,Maria Cecília Ramos,11446.37,Alto Valor
2987,Fernanda Siqueira,10066.16,Alto Valor
8344,João Miguel Melo,13162.97,Alto Valor
4728,Natália Pacheco,14492.60,Alto Valor
2418,Pietro Costela,11359.35,Alto Valor
2764,Maria Alice Vargas,16104.74,Alto Valor
7741,Aylla Andrade,13750.36,Alto Valor
2993,Natália Macedo,15785.37,Alto Valor
8233,Kamilly Rezende,21298.98,Alto Valor
3510,Antony Azevedo,14632.58,Alto Valor
8508,Maria Santos,10108.51,Alto Valor
5278,Caroline Vargas,14655.70,Alto Valor
7717,João Vitor Sampaio,11162.63,Alto Valor
2815,Giovanna Marques,13966.47,Alto Valor
8355,Cauã Novais,10803.63,Alto Valor
3118,Hellena Monteiro,12620.14,Alto Valor
8580,Olivia Ribeiro,12488.17,Alto Valor
3644,Dom Nogueira,11119.37,Alto Valor
8565,Isabella da Cruz,15259.73,Alto Valor
5280,Rhavi Macedo,11527.10,Alto Valor
2468,Luiz Henrique Marques,17886.39,Alto Valor
2848,Ian Ribeiro,14178.22,Alto Valor
7898,Kevin Ferreira,10944.18,Alto Valor
3313,Theodoro Rezende,15916.07,Alto Valor
8149,Caleb Oliveira,10466.89,Alto Valor
3589,Lívia Vasconcelos,13494.64,Alto Valor
8642,Lara da Mota,14020.98,Alto Valor
5446,Luiz Miguel Cassiano,11915.37,Alto Valor
7903,Marina Machado,10752.66,Alto Valor
3064,Lucas Lopes,14857.30,Alto Valor
8371,Arthur Mendes,10458.77,Alto Valor
3327,Gustavo Azevedo,11061.26,Alto Valor
2378,Maria Campos,12587.33,Alto Valor
3687,Dom Cunha,12233.39,Alto Valor
8597,Vitor Souza,12147.54,Alto Valor
5461,Isadora Ramos,10257.27,Alto Valor
2743,João Pedro Fogaça,15851.11,Alto Valor
3147,Thomas Pimenta,10113.67,Alto Valor
7923,Vicente Ribeiro,10806.35,Alto Valor
3513,Brenda Cirino,24884.05,Alto Valor
8349,Mirella Pimenta,13725.23,Alto Valor
3714,Sophia Freitas,12727.89,Alto Valor
8683,Gael Henrique Freitas,14335.82,Alto Valor
5495,Nicole Cirino,13886.29,Alto Valor
7969,Nathan das Neves,11150.91,Alto Valor
3166,Clarice Brito,12661.30,Alto Valor
8406,Davi Almeida,10924.75,Alto Valor
3613,Enrico Cassiano,11060.71,Alto Valor
2380,Maria Helena Cirino,13874.84,Alto Valor
3730,Ana Liz Barbosa,13129.92,Alto Valor
8631,Agatha da Cunha,12716.52,Alto Valor
5565,Isaac Freitas,22831.95,Alto Valor
2775,Jade Cirino,10196.44,Alto Valor
3433,Cecilia Gonçalves,11397.28,Alto Valor
7989,João Pedro Vasconcelos,13378.75,Alto Valor
3886,Luiza da Rocha,15370.77,Alto Valor
8442,Natália Alves,13697.73,Alto Valor
3794,Liz Siqueira,16908.95,Alto Valor
8785,Clara Melo,12011.72,Alto Valor
5580,Luiz Miguel Sá,10011.85,Alto Valor
7851,Isabelly Cirino,14747.69,Alto Valor
3533,Cauã Santos,15088.11,Alto Valor
8470,João Guilherme Guerra,14143.36,Alto Valor
4742,Fernanda Vieira,12353.85,Alto Valor
2397,Ana Clara Ramos,11002.18,Alto Valor
3821,Isaac Machado,13676.03,Alto Valor
8680,Cecilia Cassiano,10621.14,Alto Valor
5998,Igor Andrade,11950.60,Alto Valor
2666,Gabriel Pires,10108.20,Alto Valor
3534,Lorenzo Almeida,10677.12,Alto Valor
8123,Joaquim Duarte,11113.36,Alto Valor
4767,Anthony da Mata,12714.30,Alto Valor
2390,Pietra Fogaça,11786.58,Alto Valor
3839,Lara Nunes,13530.45,Alto Valor
8858,Lara Cavalcanti,23008.39,Alto Valor
6063,Luara Sá,11386.96,Alto Valor
8055,Yasmin da Conceição,17162.28,Alto Valor
3599,Joaquim Cassiano,13035.22,Alto Valor
8302,Luiz Miguel Andrade,12582.77,Alto Valor
4908,Benicio Montenegro,11906.03,Alto Valor
2564,Raquel Araújo,11384.33,Alto Valor
3853,Ryan Carvalho,12785.34,Alto Valor
2348,Alícia Macedo,12581.38,Alto Valor
9375,Isaac da Rocha,11203.10,Alto Valor
2952,Luiz Felipe da Costa,10221.88,Alto Valor
3618,Amanda Vieira,14652.16,Alto Valor
8173,Gael Henrique Leão,18699.05,Alto Valor
4890,Vinicius Ferreira,10565.03,Alto Valor
2426,Sophie Sá,11420.14,Alto Valor
3921,Ian Monteiro,14814.45,Alto Valor
8878,Antônio Monteiro,11271.94,Alto Valor
9423,Eduarda Correia,15403.20,Alto Valor
8136,Laís Carvalho,26644.96,Alto Valor
3718,Sophia Novais,16790.85,Alto Valor
8553,Luan Sampaio,12080.04,Alto Valor
5031,Brenda da Rosa,19237.85,Alto Valor
2732,Olívia Abreu,10694.17,Alto Valor
4741,Ravy Gonçalves,11328.57,Alto Valor
2478,Nicolas Silva,16423.33,Alto Valor
9659,Anthony da Conceição,11561.75,Alto Valor
3127,Ana Sophia da Paz,12533.72,Alto Valor
3868,Henry Gabriel da Cunha,12999.82,Alto Valor
8191,Miguel Marques,14460.80,Alto Valor
5067,Davi Lucca Farias,15734.67,Alto Valor
2451,João Guilherme Rezende,13542.70,Alto Valor
4975,Camila Ramos,12952.93,Alto Valor
2394,Brenda Mendes,20527.41,Alto Valor
9673,Carlos Eduardo Campos,14441.12,Alto Valor
8422,Matheus Cunha,15012.65,Alto Valor
3952,Dom Gonçalves,12190.52,Alto Valor
8640,Stephany Almeida,13073.78,Alto Valor
5183,Maya Marques,10876.14,Alto Valor
2981,Luiza Garcia,12146.32,Alto Valor
5000,Pedro Miguel Peixoto,17378.97,Alto Valor
2829,Henry Gabriel Silva,18085.44,Alto Valor
9993,Raquel Lima,11331.57,Alto Valor
3318,João Vitor Moura,10364.80,Alto Valor
3966,Jade Machado,10302.13,Alto Valor
8198,Enzo Gabriel Cirino,12975.89,Alto Valor
5242,Milena Sá,10658.71,Alto Valor
2469,Fernanda Vasconcelos,13257.79,Alto Valor
5243,Luna Caldeira,16306.08,Alto Valor
2408,Pedro Pacheco,15808.01,Alto Valor
10057,Ana Júlia Mendes,19548.76,Alto Valor
8436,Yuri Duarte,14354.34,Alto Valor
4001,Isabelly Alves,11608.82,Alto Valor
8807,Kamilly da Rosa,16503.72,Alto Valor
5567,Gabrielly Ramos,15004.18,Alto Valor
3167,Otávio Novais,10890.08,Alto Valor
5207,Lorenzo Siqueira,11501.76,Alto Valor
3082,Catarina Rezende,10592.45,Alto Valor
10225,Ana Laura Nogueira,17513.15,Alto Valor
3345,Marcelo Moura,12064.48,Alto Valor
4853,Davi Lucca Ferreira,15129.74,Alto Valor
8223,Yuri Vieira,11461.36,Alto Valor
5583,Caroline Novaes,14915.31,Alto Valor
2574,Pedro Henrique Vasconcelos,23328.65,Alto Valor
5298,João Gabriel Machado,15968.79,Alto Valor
2542,Fernando Casa Grande,12129.14,Alto Valor
10228,Manuela Montenegro,15155.65,Alto Valor
8454,Igor Pereira,11535.21,Alto Valor
4902,Caleb Sampaio,11194.60,Alto Valor
2288,Ana Liz Dias,10306.69,Alto Valor
5649,João Lucas Ribeiro,14247.37,Alto Valor
3180,Benjamim Araújo,12147.16,Alto Valor
5309,Ísis Campos,11148.37,Alto Valor
3046,Vitória Melo,14471.56,Alto Valor
10242,Aylla Peixoto,11651.52,Alto Valor
3370,Bruno da Paz,10976.73,Alto Valor
4987,Valentim Silveira,20165.50,Alto Valor
2457,Levi Garcia,10195.36,Alto Valor
5669,Maria Fernanda Araújo,16392.57,Alto Valor
2576,Maria Luiza Lopes,10505.42,Alto Valor
5407,Gustavo Pimenta,13640.25,Alto Valor
2819,Theodoro Marques,12591.27,Alto Valor
10360,Heitor Andrade,12368.50,Alto Valor
8473,Luiz Henrique Azevedo,16986.60,Alto Valor
5022,Asafe Duarte,13410.63,Alto Valor
2322,Miguel Nogueira,10573.48,Alto Valor
5778,Maitê Martins,15175.45,Alto Valor
3249,Anthony da Mota,12808.77,Alto Valor
5666,Marcela Fonseca,15330.45,Alto Valor
3314,Erick Vasconcelos,12408.53,Alto Valor
10527,Caroline Cassiano,17510.33,Alto Valor
3395,Juliana Brito,10126.30,Alto Valor
5122,Lucas Gabriel Cunha,11158.57,Alto Valor
2500,Theo da Paz,10305.55,Alto Valor
5808,Davi Lucas Mendes,12862.05,Alto Valor
2783,Ágatha Caldeira,11340.49,Alto Valor
5716,Beatriz Rios,10448.64,Alto Valor
2842,Arthur Miguel da Cunha,14437.71,Alto Valor
10528,Bella Cavalcanti,12105.24,Alto Valor
8520,Alexandre da Paz,11249.09,Alto Valor
5304,Vinícius Albuquerque,14499.45,Alto Valor
2438,Alícia das Neves,12481.13,Alto Valor
5817,Isadora da Cunha,20757.43,Alto Valor
3267,Daniela da Mata,25112.51,Alto Valor
5934,Manuela Campos,15866.98,Alto Valor
3334,Lucas Gabriel Mendes,10013.65,Alto Valor
10577,Marcelo Ramos,13291.29,Alto Valor
3427,Raul Jesus,15943.39,Alto Valor
5490,Théo Porto,10089.91,Alto Valor
2502,Hadassa Freitas,15709.09,Alto Valor
5869,Luiz Otávio Gomes,11267.08,Alto Valor
2878,Kevin Montenegro,10565.30,Alto Valor
6020,Aylla Novaes,10147.31,Alto Valor
2776,Marina Pastor,13362.64,Alto Valor
10626,Joaquim Oliveira,11088.39,Alto Valor
2304,Ayla da Rocha,11433.91,Alto Valor
5637,Theo Farias,11769.69,Alto Valor
2505,Vitor Gomes,14908.85,Alto Valor
5994,Camila Santos,26632.59,Alto Valor
3397,Eduardo Aparecida,17185.51,Alto Valor
6211,Benjamim Barros,14037.63,Alto Valor
3501,Lucas Moura,12955.47,Alto Valor
10643,Lara Casa Grande,13332.40,Alto Valor
3461,Evelyn Cirino,19221.84,Alto Valor
5774,Sara da Luz,18274.00,Alto Valor
2516,Henry Gabriel Campos,11056.63,Alto Valor
6253,João Gabriel Fogaça,12254.05,Alto Valor
2937,Isadora Pinto,12959.54,Alto Valor
9137,Henry Gabriel da Costa,13825.08,Alto Valor
3244,Nicole Gomes,11784.02,Alto Valor
10695,Henry Abreu,10815.81,Alto Valor
2537,Amanda Cavalcanti,11494.95,Alto Valor
5955,Alexandre Cardoso,18075.15,Alto Valor
2805,Luana Pinto,11807.71,Alto Valor
9245,Maria Julia Peixoto,13004.27,Alto Valor
3434,Maysa Ribeiro,12912.48,Alto Valor
6302,Yan Borges,10061.86,Alto Valor
3667,Isabel Lopes,12508.18,Alto Valor
10776,Theodoro Porto,11443.12,Alto Valor
3595,André Ramos,15258.94,Alto Valor
9182,Valentina da Mata,12768.26,Alto Valor
2609,Laís da Cruz,10239.87,Alto Valor
9352,Elisa Cavalcante,11776.73,Alto Valor
3135,Arthur da Costa,12027.47,Alto Valor
9287,Cecilia Melo,11972.67,Alto Valor
3271,Sophie Leão,10928.16,Alto Valor
10778,Josué Cardoso,10344.26,Alto Valor
2588,Ana Júlia da Cunha,11359.39,Alto Valor
9231,Asafe Vargas,10736.25,Alto Valor
2839,Anthony Gabriel Novais,13848.35,Alto Valor
9361,Larissa Vasconcelos,19392.96,Alto Valor
3466,Ayla Costa,18716.22,Alto Valor
9328,Anna Liz Campos,11061.98,Alto Valor
3732,Marina Andrade,14113.32,Alto Valor
11431,Matteo Pinto,10926.03,Alto Valor
3647,Gustavo Camargo,15644.08,Alto Valor
9299,Vicente das Neves,10308.97,Alto Valor
2593,Davi Miguel da Luz,14231.14,Alto Valor
9363,Rafael Gomes,10213.18,Alto Valor
3187,Lucca Barbosa,17159.25,Alto Valor
9362,Luiz Felipe Fernandes,12852.97,Alto Valor
3494,Luara Ferreira,10482.98,Alto Valor
11762,Bernardo Pinto,12288.12,Alto Valor
2671,Eduardo Vieira,10133.92,Alto Valor
9330,Olivia Nascimento,10750.09,Alto Valor
3021,Heitor Barbosa,10770.74,Alto Valor
9388,Arthur Vargas,10488.14,Alto Valor
3566,Davi Marques,15213.11,Alto Valor
9419,Isabel Azevedo,11741.11,Alto Valor
3782,José Pedro Machado,18350.24,Alto Valor
11763,Pedro Henrique Rocha,16679.15,Alto Valor
3931,Sara Silveira,23006.47,Alto Valor
9450,Yago Alves,11019.28,Alto Valor
2791,Eduarda Pimenta,11822.68,Alto Valor
9636,Giovanna da Mata,16268.19,Alto Valor
3310,Lavínia Cirino,21546.81,Alto Valor
9453,Aurora da Rosa,11821.04,Alto Valor
3605,Stephany Freitas,13508.42,Alto Valor
11896,Vitor Rocha,10494.61,Alto Valor
2689,Bella Souza,10728.05,Alto Valor
9465,Isabelly Sá,11131.19,Alto Valor
3241,Ana Beatriz Ribeiro,11175.07,Alto Valor
9747,Ana Sophia Rios,10511.08,Alto Valor
3835,Maria Araújo,10680.34,Alto Valor
9696,Maria Julia Jesus,25311.42,Alto Valor
3784,Benjamim Pacheco,16385.34,Alto Valor
11948,Bella Correia,10879.64,Alto Valor
4647,Ana Lívia Viana,12027.09,Alto Valor
9501,Vicente Pires,10947.04,Alto Valor
2925,Thomas Rocha,12272.03,Alto Valor
9836,Ravi Barros,14102.85,Alto Valor
3594,Brayan Machado,10025.71,Alto Valor
9628,Isabella das Neves,31614.53,Alto Valor
3678,Agatha Borges,16574.46,Alto Valor
11996,Murilo Almeida,12858.64,Alto Valor
2690,Rael Mendes,11879.93,Alto Valor
9701,Catarina Novais,10860.10,Alto Valor
3274,Ana Vitória Costela,19238.95,Alto Valor
9804,José Campos,11960.43,Alto Valor
3951,Davi Castro,14067.71,Alto Valor
9578,Luiz Miguel Pires,15645.34,Alto Valor
3800,Evelyn Siqueira,11374.16,Alto Valor
12047,Maitê da Rosa,14026.80,Alto Valor
4656,Maria Isis Vasconcelos,16163.93,Alto Valor
9765,Sophie Pimenta,13921.90,Alto Valor
3052,Marcelo Santos,10949.39,Alto Valor
10036,Marcela Novaes,15187.63,Alto Valor
3630,Ravi Pires,12389.39,Alto Valor
9973,Ravi Lucca Freitas,10988.86,Alto Valor
3762,Bruno Monteiro,16728.27,Alto Valor
12096,Nathan Viana,17118.39,Alto Valor
2705,Anna Liz Costela,12149.17,Alto Valor
9767,Josué da Mata,14072.31,Alto Valor
3575,Diogo Borges,12388.56,Alto Valor
10349,Joaquim Aragão,14924.88,Alto Valor
5054,Isabel Albuquerque,10270.42,Alto Valor
9996,Carolina Pacheco,11872.10,Alto Valor
3802,Vitória da Mata,10335.44,Alto Valor
12181,Raquel Barbosa,11112.67,Alto Valor
4892,Antônio Aragão,14337.80,Alto Valor
10033,Mariah Camargo,27556.68,Alto Valor
3243,Sophia da Conceição,16230.60,Alto Valor
10474,Renan da Conceição,13944.23,Alto Valor
3778,Benjamim Gomes,11806.48,Alto Valor
10239,Matheus Farias,11515.61,Alto Valor
4046,Bryan Cunha,19883.40,Alto Valor
12280,Isis Viana,12091.92,Alto Valor
2755,Dante Santos,10123.10,Alto Valor
10316,Lívia da Mota,10609.38,Alto Valor
3626,Danilo Almeida,12657.86,Alto Valor
10740,Raquel da Paz,10192.41,Alto Valor
5103,Caio Campos,10868.53,Alto Valor
10307,Olivia Mendonça,10752.33,Alto Valor
3968,Dom Vasconcelos,18999.60,Alto Valor
12248,Heloisa Pastor,14117.83,Alto Valor
5106,Ana Carolina Albuquerque,17695.74,Alto Valor
10517,Liam Pimenta,13168.45,Alto Valor
3302,Raquel Pimenta,10392.72,Alto Valor
10756,Benicio Garcia,10506.23,Alto Valor
3805,Rebeca Castro,10147.13,Alto Valor
10314,Vicente Abreu,10982.07,Alto Valor
4705,Rael Sales,10871.68,Alto Valor
12331,Caio Albuquerque,10608.46,Alto Valor
2771,Pietro Ferreira,19450.77,Alto Valor
10569,Cauã Jesus,11069.41,Alto Valor
3743,Arthur Gabriel da Costa,16788.91,Alto Valor
10763,Letícia Santos,10172.28,Alto Valor
5554,Isabel Macedo,16435.89,Alto Valor
10323,Bruna Costela,10121.87,Alto Valor
3983,Mariah Casa Grande,13624.48,Alto Valor
12547,Maria Eduarda Pereira,11481.12,Alto Valor
5226,Lucas Brito,12585.87,Alto Valor
11553,Calebe Farias,10067.27,Alto Valor
3393,Kevin Machado,13287.86,Alto Valor
10790,José Pedro Ramos,11157.95,Alto Valor
3923,Guilherme Monteiro,12822.81,Alto Valor
10464,Dom Rezende,10177.05,Alto Valor
5166,Mariah Moreira,13908.32,Alto Valor
12883,Ana Monteiro,10418.72,Alto Valor
2772,Noah Barros,14699.46,Alto Valor
11688,João Gabriel da Conceição,11889.25,Alto Valor
3792,Clara Cavalcanti,14853.53,Alto Valor
11574,Zoe Porto,13673.37,Alto Valor
5653,Sophie Oliveira,10763.39,Alto Valor
10507,Manuela Cunha,18031.65,Alto Valor
4617,Breno Câmara,14152.80,Alto Valor
12935,Gabrielly Costela,17213.80,Alto Valor
5233,André Costa,15074.82,Alto Valor
11703,Maria Alice Vieira,10363.22,Alto Valor
3411,Vitor Cirino,13962.74,Alto Valor
11624,Vitor Hugo Cunha,10231.45,Alto Valor
3937,Ian Casa Grande,12285.85,Alto Valor
10573,Liam Fernandes,12908.94,Alto Valor
5466,Isabel Sousa,11192.67,Alto Valor
13119,Henry Oliveira,15527.30,Alto Valor
2872,Maria Isis Pimenta,11570.22,Alto Valor
11639,Isabella Novaes,14891.21,Alto Valor
4611,Bento da Luz,14249.61,Alto Valor
11694,Gael Henrique Ferreira,11001.82,Alto Valor
5707,Stella Pires,20719.98,Alto Valor
10800,Ana Julia Fonseca,13553.99,Alto Valor
4634,Anthony Garcia,16437.11,Alto Valor
13784,Allana Rodrigues,15555.36,Alto Valor
5140,Maria Júlia Borges,11918.77,Alto Valor
12108,Yan Mendonça,10542.19,Alto Valor
3597,Heitor Sales,11678.57,Alto Valor
11753,Dante Leão,10916.84,Alto Valor
4080,Mateus da Mata,11543.87,Alto Valor
10532,Felipe Fogaça,13010.94,Alto Valor
5493,Isaque Ramos,14828.06,Alto Valor
13736,Valentim Gonçalves,13647.35,Alto Valor
2906,Evelyn da Conceição,10282.04,Alto Valor
